CustomerId,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Target
15611325,50,blue-collar,married,primary,no,0,no,no,unknown,5,may,233,3,-1,0,unknown,no
15587562,35,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,1056,1,-1,0,unknown,no
15613172,44,services,married,secondary,no,1357,yes,yes,unknown,5,may,250,1,-1,0,unknown,no
15651022,53,entrepreneur,married,unknown,no,19,yes,no,unknown,5,may,252,1,-1,0,unknown,no
15586310,35,retired,single,primary,no,434,no,no,unknown,5,may,138,1,-1,0,unknown,no
15625524,60,admin.,divorced,secondary,no,92,yes,no,unknown,5,may,130,1,-1,0,unknown,no
15755209,53,admin.,divorced,secondary,no,1151,yes,no,unknown,5,may,412,1,-1,0,unknown,no
15645248,48,unemployed,married,secondary,no,41,yes,no,unknown,5,may,179,2,-1,0,unknown,no
15790355,34,technician,married,secondary,no,51,yes,no,unknown,5,may,19,2,-1,0,unknown,no
15762615,54,services,married,secondary,no,214,yes,no,unknown,5,may,458,2,-1,0,unknown,no
15625426,51,management,married,secondary,no,1161,yes,no,unknown,5,may,717,1,-1,0,unknown,no
15716334,31,services,married,tertiary,no,37,yes,no,unknown,5,may,313,1,-1,0,unknown,no
15789669,35,technician,divorced,secondary,no,787,yes,no,unknown,5,may,683,2,-1,0,unknown,no
15621075,35,services,married,secondary,no,59,yes,no,unknown,5,may,1077,1,-1,0,unknown,no
15810845,38,technician,married,secondary,no,253,yes,no,unknown,5,may,416,1,-1,0,unknown,no
15719377,36,admin.,married,tertiary,no,211,yes,no,unknown,5,may,146,2,-1,0,unknown,no
15654506,58,retired,married,primary,no,235,yes,no,unknown,5,may,167,1,-1,0,unknown,no
15771977,40,services,divorced,unknown,no,4384,yes,no,unknown,5,may,315,1,-1,0,unknown,no
15708710,54,management,married,secondary,no,4080,no,no,unknown,5,may,140,1,-1,0,unknown,no
15726676,34,blue-collar,single,secondary,no,53,yes,yes,unknown,5,may,346,1,-1,0,unknown,no
15587421,31,management,single,tertiary,no,0,yes,no,unknown,5,may,562,1,-1,0,unknown,no
15726931,51,retired,married,secondary,no,2127,yes,no,unknown,5,may,172,1,-1,0,unknown,no
15771086,33,management,married,tertiary,no,377,yes,no,unknown,5,may,217,1,-1,0,unknown,no
15756850,55,management,married,tertiary,no,73,yes,no,unknown,5,may,142,2,-1,0,unknown,no
15702741,42,admin.,married,secondary,no,445,yes,no,unknown,5,may,67,1,-1,0,unknown,no
15679200,34,blue-collar,married,secondary,no,243,yes,no,unknown,5,may,291,1,-1,0,unknown,no
15594815,33,blue-collar,single,secondary,no,307,yes,no,unknown,5,may,309,2,-1,0,unknown,no
15635905,38,services,married,secondary,no,155,yes,no,unknown,5,may,248,1,-1,0,unknown,no
15777892,50,technician,divorced,tertiary,no,173,no,yes,unknown,5,may,98,1,-1,0,unknown,no
15656176,43,management,married,tertiary,no,400,yes,no,unknown,5,may,256,1,-1,0,unknown,no
15811127,61,blue-collar,divorced,primary,no,1428,yes,no,unknown,5,may,82,2,-1,0,unknown,no
15604482,47,admin.,married,secondary,no,219,yes,no,unknown,5,may,577,1,-1,0,unknown,no
15622911,48,self-employed,married,tertiary,no,7,yes,no,unknown,5,may,286,1,-1,0,unknown,no
15600974,44,blue-collar,married,secondary,no,575,yes,no,unknown,5,may,477,1,-1,0,unknown,no
15727868,35,student,single,unknown,no,298,yes,no,unknown,5,may,611,2,-1,0,unknown,no
15627801,35,services,married,secondary,no,0,yes,no,unknown,5,may,471,1,-1,0,unknown,no
15773039,50,services,married,secondary,no,5699,yes,no,unknown,5,may,381,2,-1,0,unknown,no
15755262,41,management,married,tertiary,no,176,yes,yes,unknown,5,may,42,1,-1,0,unknown,no
15679531,41,management,married,tertiary,no,517,yes,no,unknown,5,may,251,1,-1,0,unknown,no
15684181,39,services,single,unknown,no,257,yes,no,unknown,5,may,408,1,-1,0,unknown,no
15612087,42,retired,married,secondary,no,56,yes,no,unknown,5,may,215,1,-1,0,unknown,no
15752047,38,blue-collar,married,secondary,no,-390,yes,no,unknown,5,may,287,1,-1,0,unknown,no
15624592,53,retired,married,secondary,no,330,yes,no,unknown,5,may,216,2,-1,0,unknown,no
15573152,59,housemaid,divorced,primary,no,195,no,no,unknown,5,may,366,2,-1,0,unknown,no
15594917,36,services,married,secondary,no,301,yes,no,unknown,5,may,210,1,-1,0,unknown,no
15785542,54,blue-collar,married,primary,no,-41,yes,no,unknown,5,may,288,1,-1,0,unknown,no
15723488,40,technician,married,tertiary,no,483,yes,no,unknown,5,may,168,1,-1,0,unknown,no
15680920,47,unknown,married,unknown,no,28,no,no,unknown,5,may,338,2,-1,0,unknown,no
15786308,53,unemployed,married,unknown,no,13,no,no,unknown,5,may,410,3,-1,0,unknown,no
15659366,46,housemaid,married,primary,no,965,no,no,unknown,5,may,177,1,-1,0,unknown,no
15774854,39,management,married,tertiary,no,378,yes,yes,unknown,5,may,127,2,-1,0,unknown,no
15725311,40,unemployed,married,secondary,no,219,yes,no,unknown,5,may,357,1,-1,0,unknown,no
15787155,28,blue-collar,married,primary,no,324,yes,no,unknown,5,may,175,1,-1,0,unknown,no
15727829,35,entrepreneur,divorced,secondary,no,-69,yes,no,unknown,5,may,300,1,-1,0,unknown,no
15733247,55,retired,married,secondary,no,0,no,yes,unknown,5,may,136,1,-1,0,unknown,no
15568748,43,technician,divorced,unknown,no,205,yes,no,unknown,5,may,1419,1,-1,0,unknown,no
15699029,48,blue-collar,married,primary,no,278,yes,no,unknown,5,may,125,2,-1,0,unknown,no
15774393,58,management,married,unknown,no,1065,yes,no,unknown,5,may,213,3,-1,0,unknown,no
15676895,33,management,single,tertiary,no,34,yes,no,unknown,5,may,27,1,-1,0,unknown,no
15637753,36,blue-collar,married,unknown,no,1033,no,no,unknown,5,may,238,2,-1,0,unknown,no
15605461,53,services,divorced,secondary,no,1467,yes,no,unknown,5,may,124,1,-1,0,unknown,no
15808473,47,blue-collar,married,primary,no,-12,yes,no,unknown,5,may,18,1,-1,0,unknown,no
15627000,31,services,married,secondary,no,388,yes,no,unknown,5,may,730,2,-1,0,unknown,no
15787174,57,entrepreneur,married,secondary,no,294,yes,no,unknown,5,may,746,2,-1,0,unknown,no
15723886,53,blue-collar,married,unknown,no,1827,no,no,unknown,5,may,121,1,-1,0,unknown,no
15704769,55,blue-collar,married,primary,no,627,yes,no,unknown,5,may,247,1,-1,0,unknown,no
15772896,45,blue-collar,married,primary,no,25,yes,no,unknown,5,may,40,1,-1,0,unknown,no
15711540,53,admin.,divorced,secondary,no,315,yes,no,unknown,5,may,181,2,-1,0,unknown,no
15764866,37,blue-collar,married,primary,no,0,yes,no,unknown,5,may,79,1,-1,0,unknown,no
15794056,44,admin.,divorced,secondary,no,66,yes,no,unknown,5,may,206,1,-1,0,unknown,no
15795149,49,blue-collar,divorced,primary,no,-9,yes,yes,unknown,5,may,389,1,-1,0,unknown,no
15812009,46,technician,married,secondary,no,349,yes,yes,unknown,5,may,127,1,-1,0,unknown,no
15651001,43,entrepreneur,married,unknown,no,100,yes,no,unknown,5,may,702,1,-1,0,unknown,no
15813844,38,admin.,married,secondary,no,0,no,no,unknown,5,may,151,1,-1,0,unknown,no
15596175,43,technician,married,secondary,no,434,yes,no,unknown,5,may,117,1,-1,0,unknown,no
15576269,49,management,married,tertiary,no,3237,yes,no,unknown,5,may,232,3,-1,0,unknown,no
15797219,42,management,married,unknown,no,275,no,no,unknown,5,may,408,2,-1,0,unknown,no
15685500,22,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,179,2,-1,0,unknown,no
15599792,40,management,married,tertiary,no,207,yes,no,unknown,5,may,39,1,-1,0,unknown,no
15657566,39,blue-collar,married,secondary,no,483,yes,no,unknown,5,may,282,1,-1,0,unknown,no
15772423,51,services,married,secondary,no,2248,yes,no,unknown,5,may,714,2,-1,0,unknown,no
15628112,49,admin.,married,secondary,no,428,yes,no,unknown,5,may,50,1,-1,0,unknown,no
15753754,53,blue-collar,married,secondary,no,0,yes,yes,unknown,5,may,181,1,-1,0,unknown,no
15793726,34,services,single,secondary,no,0,yes,no,unknown,5,may,142,1,-1,0,unknown,no
15694717,33,technician,divorced,secondary,no,140,yes,no,unknown,5,may,227,1,-1,0,unknown,no
15665834,50,management,single,tertiary,no,297,yes,no,unknown,5,may,119,1,-1,0,unknown,no
15765297,39,blue-collar,married,primary,no,279,yes,no,unknown,5,may,361,1,-1,0,unknown,no
15636684,59,entrepreneur,divorced,secondary,no,901,yes,no,unknown,5,may,73,3,-1,0,unknown,no
15592979,30,technician,single,secondary,no,2573,yes,no,unknown,5,may,67,2,-1,0,unknown,no
15750803,36,services,married,secondary,no,143,yes,yes,unknown,5,may,350,1,-1,0,unknown,no
15607178,40,blue-collar,married,secondary,no,475,yes,no,unknown,5,may,332,2,-1,0,unknown,no
15713853,53,blue-collar,married,secondary,no,70,yes,no,unknown,5,may,611,2,-1,0,unknown,no
15673481,34,management,single,tertiary,no,318,yes,no,unknown,5,may,113,2,-1,0,unknown,no
15686776,37,technician,married,secondary,no,275,yes,no,unknown,5,may,132,1,-1,0,unknown,no
15673693,42,management,divorced,tertiary,no,742,yes,no,unknown,5,may,58,3,-1,0,unknown,no
15700696,41,entrepreneur,married,primary,no,236,yes,no,unknown,5,may,151,1,-1,0,unknown,no
15813163,30,student,single,tertiary,no,25,yes,no,unknown,5,may,89,2,-1,0,unknown,no
15653857,37,management,single,tertiary,no,600,yes,no,unknown,5,may,152,1,-1,0,unknown,no
15777076,39,admin.,divorced,secondary,no,-349,yes,no,unknown,5,may,611,2,-1,0,unknown,no
15717398,41,blue-collar,married,primary,no,183,yes,yes,unknown,5,may,110,2,-1,0,unknown,no
15799217,40,blue-collar,married,primary,no,0,yes,no,unknown,5,may,463,1,-1,0,unknown,no
15787071,42,management,single,tertiary,no,0,yes,yes,unknown,5,may,562,2,-1,0,unknown,yes
15619955,40,blue-collar,divorced,primary,no,0,yes,no,unknown,5,may,962,1,-1,0,unknown,no
15796505,57,technician,married,secondary,no,1078,yes,no,unknown,5,may,10,4,-1,0,unknown,no
15725166,56,entrepreneur,divorced,secondary,no,155,no,no,unknown,5,may,118,3,-1,0,unknown,no
15800116,37,admin.,married,secondary,no,190,yes,no,unknown,5,may,92,2,-1,0,unknown,no
15758685,59,retired,married,secondary,no,319,yes,no,unknown,5,may,143,3,-1,0,unknown,no
15694456,39,services,divorced,secondary,no,-185,yes,no,unknown,5,may,189,3,-1,0,unknown,no
15767339,49,services,married,secondary,no,47,no,no,unknown,5,may,234,2,-1,0,unknown,no
15683562,38,services,single,secondary,no,570,yes,no,unknown,5,may,75,2,-1,0,unknown,no
15782210,36,self-employed,married,tertiary,no,19,no,no,unknown,5,may,189,2,-1,0,unknown,no
15668893,50,blue-collar,married,primary,no,61,yes,no,unknown,5,may,621,3,-1,0,unknown,no
15669169,41,admin.,married,secondary,no,-62,yes,yes,unknown,5,may,55,2,-1,0,unknown,no
15643024,54,technician,married,tertiary,no,258,no,no,unknown,5,may,310,4,-1,0,unknown,no
15699389,58,blue-collar,married,primary,no,76,yes,no,unknown,5,may,156,2,-1,0,unknown,no
15708608,30,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,5,2,-1,0,unknown,no
15626144,33,admin.,single,secondary,no,352,yes,no,unknown,5,may,225,2,-1,0,unknown,no
